project_id,project_name,downloads,contributors,searches
3639,tpot,8539,390,
3640,mlcourse.ai,,119,
3641,modin,173563,146,
3642,computervision-recipes,,1920,
3643,statsmodels,2881893,76,
3644,amazon-sagemaker-examples,,19,
3645,great_expectations,,16,
3646,trino,563147,166,
3647,gop,3,23,
3648,machine-learning-systems-design,,189,
3649,vaex,7083,176,
3650,pycaret,74583,18,
3651,tsfresh,47396,55,
3652,data-science-interviews,,109,
3653,machine_learning_examples,,172,
3654,akshare,20769,6,
3655,Ai-Learn,,141,
3656,python-small-examples,,42,
3657,pyod,155654,218,
3658,wandb,2465762,117,
3659,cleanlab,3401,8,
3660,hugo-blox-builder,,,
3661,catboost,394888,30,
3662,deeplake,5626,194,
3663,cookiecutter-data-science,,239,
3664,metaflow,30446,112,
3665,sktime,165116,207,
3666,python-machine-learning-book-2nd-edition,,42,
3667,machine-learning-roadmap,,28,
3668,industry-machine-learning,,4,
3669,featuretools,11507,11,
3670,cudf,586,22,
3671,darts,47107,345,
3672,autogluon,13157,17,
3673,imbalanced-learn,1983479,123,
3674,h2o-3,,157,
3675,roughViz,,8,
3676,folium,200038,2,
3677,dowhy,10448,495,
3678,boltons,775975,99,
3679,fiftyone,11618,103,
3680,mage-ai,2125,348,
3681,data-science-blogs,,7,
3682,nteract,,21,
3683,pachyderm,41,3,
3684,ML-Papers-of-the-Week,,19,
3685,stanford-cs-230-deep-learning,,4,
3686,smile,485,11,
3687,Data-Analysis-and-Machine-Learning-Projects,,2,
3688,ML-Course-Notes,,3,
3689,ForumAppPrototype,,16,
3690,ShopZilla,,26,
3691,FoodRecipes,,38,
3692,MyBestWorks,,,
3693,epi-workspace,,9,
3694,equivalentsinsailfish,,11,
3695,ktp-checker-android,,37,
3696,HSRange,,80,
3697,event_management_flutter,,13,
3698,roadmap,6,25,
3699,Demo-Cascading-DropdownList-Maui,,33,
3700,flutter-audio-recorder,,39,
3701,expo-sdk-cheatsheets,,24,
3702,Demo-Search-Handler-Maui,,90,
3703,HOME-BUILDRRR-Apps,,22,
3704,Tip-guide-iOS-Application,,68,
3705,DemoMauiWebApiFileUpload,,18,
3706,Mobile-App-Python,,33,
3707,DemoFilePicker,,16,
3708,flutter_chat_app,,3,
3709,DemoMediaPicker,,14,
3710,osclass-android-app-source-code,,53,
3711,anotei,,116,
3712,daftar-referesi-desain-mobile-app,,31,
3713,flutter-hero,,38,
3714,appy-creator,,6,
3715,Flutter,,8,
3716,chat-application-flutter,,36,
3717,bareapp,,11,
3718,Flutter-Shop-App,,150,
3719,app-tracking-networks,,23,
3720,Smart-Fire-Smoke-Detector-Berbasis-IoT-Mobile,,95,
3721,music_player_ui,,149,
3722,Mobile-Portfolio,,8,
3723,pantau-lingkungan,,5,
3724,bpn-mobile,,66,
3725,event-sourcing,,53,
3726,Will-They-Pay,,8,
3727,cs591F2014,,25,
3728,SHPEapps,,51,
3729,Address-Book-using-AngularJS,,,
3730,hiber_droners,,10,
3731,portfolio,,16,
3732,chat-flutter,,32,
3733,flutter,157,43,
3734,wsn,,2,
3735,DeepSpeech,,59,
3736,micropython,,27,
3737,raylib,1374,360,
3738,lvgl,38,3,
3739,routersploit,50,13,
3740,mongoose,43,,
3741,fprime,3,6,
3742,zephyr,,18,
3743,platformio-core,,6,
3744,jetson-inference,,15,
3745,GuiLite,,88,
3746,wasm3,,,
3747,Paddle-Lite,,148,
3748,ArduinoJson,,15,
3749,awesome-embedded-rust,,65,
3750,tock,39,14,
3751,Awesome-Embedded,,15,
3752,littlefs,,54,
3753,AliOS-Things,,2,
3754,tinyusb,,3,
3755,objectbox-java,,34,
3756,wasm-micro-runtime,,57,
3757,rosedb,,65,
3758,stlink,,7,
3759,nanopb,6196,8,
3760,Serial-Studio,,23,
3761,circuitpython,,31,
3762,blynk-library,18,6,
3763,jetty.project,,,
3764,embassy,4,2,
3765,smoltcp,,6,
3766,openthread,,38,
3767,rhai,,7,
3768,devicescript,,142,
3769,blinker-library,,59,
3770,awtk,,23,
3771,OpenSK,,16,
3772,cleanflight,,15,
3773,threadx,,3,
3774,InfiniTime,,65,
3775,u-root,,,
3776,printf,,10,
3777,blinker-py,,3,
3778,nuttx,,,
3779,nerves,,6,
3780,DAPLink,,26,
3781,LibreELEC.tv,,,
3782,palanteer,,8,
3783,unqlite,1215,87,
3784,embedded-notes,,5,
3785,EasyFlash,,75,
3786,Embedded-Engineering-Roadmap,,7,
3787,mjs,,,
3788,NLP-Models-Tensorflow,,23,
3789,sod,5,4,
3790,uTensor,,13,
3791,susi_linux,,2,
3792,tio,38,2,
3793,elk,20,61,
3794,awesome-canbus,,6,
3795,esp32-weather-epd,,5,
3796,FlashDB,,4,
3797,simavr,,,
3798,awesome-embedded-and-iot-security,,57,
3799,spiffs,,27,
3800,rune,,5,
3801,embedio,,,
3802,ejdb,,15,
3803,Sming,,26,
3804,flutter-pi,,6,
3805,kaa,,6,
3806,go-hardware,,14,
3807,neorv32,,9,
3808,AtomVM,,29,
3809,OpenSwiftUI,,66,
3810,paho.mqtt.embedded-c,,,
3811,PikaPython,,7,
3812,swupdate,,10,
3813,CANopenNode,,4,
3814,shellhub,,61,
3815,paper_collection,,9,
3816,platformio-vscode-ide,,67,
3817,zenoh,13,8,
3818,ubuntu-rockchip,,2,
3819,embox,2,,
3820,GUIslice,,2,
3821,libvncserver,,3,
3822,pyOCD,,5,
3823,cyber,,16,
3824,eliasdb,,,
3825,meta-balena,,,
3826,Vitis-Tutorials,,4,
3827,objectbox-go,,,
3828,keyberon,,,
3829,gorocksdb,,12,
3830,attifyos,,,
3831,arduino-pro-ide,,,
3832,objectbox-dart,,48,
3833,elks,4,8,
3834,depthai,4103,,
3835,qpc,73,2,
3836,z88dk,,,
3837,kuzu,4341,,
3838,pycopy,,2,
3839,q3vm,,,
3840,nnom,,,
3841,portapack-havoc,,2,
3842,tinyalloc,,,
3843,berry,9,2,
3844,awesome-automotive,,2,
3845,odas,,6,
3846,rauc,3,4,
3847,ascii_art,,3,
3848,speedb,,,
3849,fff,9,,
3850,modm,109,,
3851,f9-kernel,,2,
3852,micropython-async,,3,
3853,rusefi,,4,
3854,URLEmbeddedView,,,
3855,lockfree,,,
3856,erpc,349,,
3857,monkey,57,,
3858,acados,,,
3859,cnl,,,
3860,GuiLiteSamples,,,
3861,microzig,,,
3862,awesome-circuitpython,,,
3863,awesome-embedded-software,,,
3864,openblt,,2,
3865,Cranium,,,
3866,anne-key,,3,
3867,tslib,184,4,
3868,embedded-resources,,2,
3869,azure-iot-sdk-c,,3,
3870,executorch,15,2,
3871,libhydrogen,,4,
3872,eclipse-plugins,,2,
3873,lv_binding_rust,,3,
3874,baremetal-arm,,12,
3875,drivers,47,,
3876,ula,,,
3877,nanoprintf,,,
3878,libonnx,,,
3879,sabotage,111,,
3880,vedis,57,,
3881,waterius,,4,
3882,TeenyUSB,,,
3883,real-time-cpp,,,
3884,atsamd,,,
3885,statig,2,,
3886,stm32f1xx-hal,,,
3887,cubdb,,,
3888,DBreeze,,,
3889,wolfMQTT,,,
3890,PH7,,,
3891,luos_engine,,,
3892,fbg,,,
3893,remcu_examples,,4,
3894,esp-hal,,,
3895,webgl-plot,,,
3896,platformio-atom-ide,,4,
3897,xkcptun,,,
3898,modern-embedded-programming-course,,4,
3899,nrf-hal,,,
3900,jabberd2,,,
3901,bigqueue,,2,
3902,remcu-chip-sdks,,,
3903,lwext4,,,
3904,opcua,6132,,
3905,nar,,,
3906,Fido,,14,
3907,lwesp,,4,
3908,distortos,,16,
3909,arcadedb,,,
3910,interrupt,4,,
3911,drone-core,,,
3912,tinygl,,13,
3913,Button2,,,
3914,awesome-automotive-can-id,,4,
3915,ivy-wallet,,,
3916,grida,,,
3917,hicetnunc,,,
3918,legacy,2578,,
3919,gh-web-ui,,,
3920,bootstrap-4-rtl,,,
3921,simple-reverb,,,
3922,FXMaterialDesign,,,
3923,ui-ux-designer-roadmap-2020,,,
3924,UI-UX-Resources,,,
3925,business-website-template,,,
3926,ToolExample,,,
3927,NewsUp,,,
3928,flutter_ecommerce_app,,,
3929,Plant-App-UI,,,
3930,personal-portfolio,,,
3931,Netflix-Clone-UIKit-MVVM,,,
3932,GitCheatSheet,,,
3933,nyu-info-2335-201905,,,
3934,Gradientify,,,
3935,Meta-Front-End-Certificate,,,
3936,ufc,,,
3937,Online_Learning,,,
3938,Portfolio,,,
3939,Marketing-Website,,,
3940,Login-UI-UX-React-Native,,,
3941,BizTech-UI,,,
3942,Scrimbafy,,,
3943,context,127,,
3944,Simple-Life-Portfolio,,,
3945,Company-Portfolio,,,
3946,InSync,,,
3947,payment-gateway,,,
3948,RoverPyApp,,,
3949,wave-header,,,
3950,Apparel-E-Commerce-App,,,
3951,Flutter_Onboarding_Screen,,13,
3952,seed-css,,2,
3953,my-learning-notes,,,
3954,fiber,16,,
3955,reactive-nfe,,,
3956,alamehan.github.io,,,
3957,project-travelindo,,,
3958,Authentication_Screens_5,,,
3959,Authentication_Screens_1,,,
3960,Calendar,,,
3961,Career-Guideline-Web-UI-UX,,,
3962,themellowcoder-web,,,
3963,MPAndroidChart,,,
3964,Simple.Ux.Data,,,
3965,WeDesign,,,
3966,Splash-Screens__Flutter-UI,,,
3967,Statefully-Fidgeting,,,
3968,uri-modern,,2,
3969,Design-Space,,2,
3970,Weekly-thon,,,
3971,reactjs18-hoobank,,,
3972,Ani-Chill,,,
3973,web-calculator,,,
3974,uri-component-library,,,
3975,Ani-Chill,,,
3976,Hacktoberfest-Projects-Hub,,,
3977,Authentication_screens_9,,,
3978,react-skeleton-screen,,,
3979,happy,10,,
3980,50-Projects-in-50-Days,,,
3981,dyn-change-text-color,,,
3982,Budgetize,,,
3983,Edutech,,2,
3984,Sunglasses,,,
3985,Authentication_Screens_4,,,
3986,powervet,,4883,
3987,firstplato.github.io,,3079,
3988,travelly,,2605,
3989,Connect_plus,,124,
3990,nike-product-cards,,898,
3991,instagram_clone_flutter_ui,,2891,
3992,signal_messenger_clone_flutter_ui,,2043,
3993,shoes_project-phase1,,520,
3994,FlipClock,,182,
3995,ngx-draggable-dom,,613,
3996,signal_messenger_clone_flutter_ui,,153,
3997,shoes_project-phase1,,3990,
3998,CINE-APP,,1100,
3999,Geritch,,176,
4000,amino-old,,717,
4001,United-Elite-Group,,183,
4002,miniclass-ux,,276,
4003,trello-clone-frontend,,41,
4004,Dart-Algorithm-Example,,332,
4005,outweather,,245,
4006,Flappy-Android,,221,
4007,Dhruv-gour,,729,
4008,Authentication_Screens_3,,105,
4009,telebyteweb,,313,
4010,CloneWars22,,620,
4011,uri-modern-home,,309,
4012,Cookbook-2-Hacktoberfest,,321,
4013,Minor-UI-UX-Projects,,94,
4014,flutter_ui_examples,,546,
4015,Shellplate,,181,
4016,Hackathon-2023,,578,
4017,bikcraft,,433,
4018,minimal-html,,128,
4019,apple-design-principles,,383,
4020,Solar-Energy-Landing-Page,,350,
4021,card_swiper,,287,
4022,Travlio,,219,
4023,Elite-Engineers,,171,
4024,Blob-Profile-Card,,559,
4025,Twitter_Auth_Screens-FlutterUI,,915,
4026,meal_monkey,,6,
4027,Guess-The-Number,,512,
4028,Techweek-Workshop,,312,
4029,Authentication_Screens_2,,172,
4030,facebook_clone_flutter_ui,,25,
4031,gpt3,36,201,
4032,flutter-catalog,,104,
4033,shri-portfolio,,197,
4034,Engineering-Services,,100,
4035,dazlab,,396,
4036,Pabitrarista,,8,
4037,HooBank,,135,
4038,My_Portfolio,,,
4039,react-ui-ux-landing-page,,,
4040,Bankist-app-using-arrays,,,
4041,My-Front-End-Designs,,,
4042,Material-Design-Admin-Template,,,
4043,Coffee-Login-Form,,,
4044,Account-Settings-Form,,,
4045,DOOMEternalAtHome-site,,,
4046,Personal_Portfolio2.0,,,
4047,Rock-Paper-And-Scissors,,,
4048,MovieMate-MERN,,,
4049,TrendScout,,,
4050,Learning-Unity-App-Transitions,,,
4051,Neumorphism-Clock,,,
4052,metaversus,,,
4053,sudoku-game,,,
4054,frontend,274,,
4055,Learning-Unity-App-Transitions,,,
4056,Neumorphism-Clock,,,
4057,metaversus,,,
4058,sudoku-game,,,
4059,frontend,274,,
4060,portfolio-gallery,,,
4061,uri-tedx,,,
4062,meraj-main-portfolio,,,
4063,misha-skvortsov,,,
4064,Bootstrap-Test,,,
4065,bikcraft,,,
4066,shydata,,,
4067,Bankist-app-final,,,
4068,Authentication_Screens_11,,,
4069,Neumorphism-Profie-Card,,,
4070,Eventa,,,
4071,Authentication_Screens_10,,,
4072,Ash-Theme,,,
4073,souviktherock.github.io,,,
4074,Store_Flutter_Screens_UI,,,
4075,mohangowdatdev.github.io,,,
4076,Tour-n-Travels,,,
4077,AndroidHelpers,,,
4078,C_HumanComputerInteraction,,,
4079,Instagarm_clone_UI,,,
4080,Tacos-By-Roscoe-Delivery-Form,,,
4081,bikcraft,,,
4082,swiftransact.io,,,
4083,equalweb-accessibility,,,
4084,Gericht,,,
4085,VUT-FIT-ITU2023-cvicenia,,,
4086,breezu,,,
4087,outweather,,,
4088,metamask_connection_vanillaJS,,,
4089,Modern-UI-UX-Website,,,
4090,react-ecommerce,,,
4091,BEFY-CLIENT,,,
4092,sainxart.github.io,,,
4093,eram-flutter-assessment,,,
4094,UI-UX-Design,,,
4095,freeCodeCamp,,,
4096,react,21618903,,
4097,next.js,,,
4098,react-native,10,,
4099,free-programming-books-zh_CN,,,
4100,create-react-app,,,
4101,material-ui,11,,
4102,ant-design,,,
4103,storybook,5,,
4104,bun,69,,
4105,33-js-concepts,,,
4106,awesome-react,,,
4107,ChatGPT-Next-Web,,,
4108,superset,498,,
4109,gatsby,7,,
4110,docusaurus,,,
4111,ionic-framework,296,,
4112,ui,261,,
4113,meteor,16,,
4114,react,21618903,,
4115,hyper,39911,,
4116,30-Days-Of-JavaScript,,,
4117,styled-components,,,
4118,awesome-react-components,,,
4119,zustand,,,
4120,query,615,,
4121,esbuild,6,,
4122,freecodecamp.cn,,,
4123,chakra-ui,,,
4124,preact,2,,
4125,ant-design-pro,,,
4126,reactjs-interview-questions,,,
4127,taro,4,,
4128,sheetjs,,,
4129,awesome-react-native,,,
4130,formik,30,,
4131,gold-miner,5,,
4132,react-beautiful-dnd,,,
4133,novu,1337,,
4134,trpc,16,,
4135,appsmith,,,
4136,react-boilerplate,,,
4137,swr,,,
4138,slate,433,,
4139,mattermost,923,,
4140,Daily-Interview-Question,,,
4141,influxdb,440615,,
4142,quivr,205,,
4143,mobx,,,
4144,react-spring,,,
4145,jsoncrack.com,,,
4146,expo,267,,
4147,react-virtualized,,,
4148,ink,3,,
4149,react-three-fiber,,,
4150,nylas-mail,,,
4151,fe-interview,,,
4152,react-native-elements,,,
4153,30-Days-Of-React,,,
4154,docz,,,
